object_number,platform_raw_first,platform_norm,title_primary,title_norm,title_norm_source,title_aliases,region_norm,language_norm,media_norm,edition_key,edition_id
35422,Nintendo Super Famicom,SFC,Hello! Pac-Man,Hello! Pac-Man,primary_ascii,ハロー！パックマン|Pac-Man 2 The New Adventures,NTSC-J,ja,cartridge,SFC | Hello! Pac-Man | NTSC-J | ja | cartridge,15073affb588287c
35423,Nintendo Super Famicom,SFC,Final Fantasy VI,Final Fantasy VI,primary_ascii,ファイナルファンタジーVI|Final Fantasy 6|Final Fantasy 3|Final Fantasy III,NTSC-J,ja,cartridge,SFC | Final Fantasy VI | NTSC-J | ja | cartridge,68444182d3897e5e
35424,Nintendo Super Famicom,SFC,Super Kick Boxing Best of the Best,Super Kick Boxing Best of the Best,primary_ascii,スーパーキックボクシング Best of the Best|Best of the Best Championship Karate,NTSC-J,ja,cartridge,SFC | Super Kick Boxing Best of the Best | NTSC-J | ja | cartridge,5aca7b377146f6ad
35425,Nintendo Super Famicom,SFC,Hokuto no Ken 6 Gekitou Denshou Ken Haou he no Michi,Hokuto no Ken 6 Gekitou Denshou Ken Haou he no Michi,primary_ascii,北斗の拳6 激闘伝承拳 覇王への道|Fist Of The North Star 6,NTSC-J,ja,cartridge,SFC | Hokuto no Ken 6 Gekitou Denshou Ken Haou he no Michi | NTSC-J | ja | cartridge,7027bfd839d631b2
35426,Nintendo Super Famicom,SFC,Shounen Ashibe Goma-chan no Yuuenchi Daibouken,Shounen Ashibe Goma-chan no Yuuenchi Daibouken,primary_ascii,少年アシベ ゴマちゃんのゆうえんち大冒険,NTSC-J,ja,cartridge,SFC | Shounen Ashibe Goma-chan no Yuuenchi Daibouken | NTSC-J | ja | cartridge,3e26adad9c1194fd
35427,Nintendo Super Famicom,SFC,Hero Senki Project Olympus,Hero Senki Project Olympus,primary_ascii,ヒーロー戦記 プロジェクト オリュンポス,NTSC-J,ja,cartridge,SFC | Hero Senki Project Olympus | NTSC-J | ja | cartridge,0bd1dfb99e131daa
35428,Nintendo Super Famicom,SFC,Elfaria II The Quest of the Meld,Elfaria II The Quest of the Meld,primary_ascii,エルファリアII ザ・クエスト・オブ・ザ・メルド,NTSC-J,ja,cartridge,SFC | Elfaria II The Quest of the Meld | NTSC-J | ja | cartridge,9aef20ae586c8ede
35429,Nintendo Super Famicom,SFC,Spark World,Spark World,primary_ascii,スパーク・ワールド,NTSC-J,ja,cartridge,SFC | Spark World | NTSC-J | ja | cartridge,5e7e7f8b68b9be0a
35430,Nintendo Super Famicom,SFC,Sky Mission,Sky Mission,primary_ascii,スカイミッション|Wings 2 Aces High,NTSC-J,ja,cartridge,SFC | Sky Mission | NTSC-J | ja | cartridge,8d2fdaf168a72afd
35431,Nintendo Super Famicom,SFC,Jurassic Park,Jurassic Park,primary_ascii,ジュラシック・パーク,NTSC-J,ja,cartridge,SFC | Jurassic Park | NTSC-J | ja | cartridge,5c00b5a1f42c26db
35432,Nintendo Super Famicom,SFC,Tatakae Genshijin 2 Rookie no Bouken,Tatakae Genshijin 2 Rookie no Bouken,primary_ascii,戦え原始人2 ルーキーの冒険|Congo's Caper,NTSC-J,ja,cartridge,SFC | Tatakae Genshijin 2 Rookie no Bouken | NTSC-J | ja | cartridge,9c13a70354f234ce
35433,Nintendo Super Famicom,SFC,Gunple Gunman's Proof,Gunple Gunman's Proof,primary_ascii,ガンプル Gunman's Proof,NTSC-J,ja,cartridge,SFC | Gunple Gunman's Proof | NTSC-J | ja | cartridge,84c2bcc55dce56f8
35434,Nintendo Super Famicom,SFC,Strike Gunner S.T.G,Strike Gunner S.T.G,primary_ascii,Strike Gunner エス・ティー・ジー,NTSC-J,ja,cartridge,SFC | Strike Gunner S.T.G | NTSC-J | ja | cartridge,526a3fc23b213bfd
35435,Nintendo Super Famicom,SFC,Ghost Chaser Densei,Ghost Chaser Densei,primary_ascii,ゴーストチェイサー 電精,NTSC-J,ja,cartridge,SFC | Ghost Chaser Densei | NTSC-J | ja | cartridge,c7c49ca57e49a057
35436,Nintendo Super Famicom,SFC,Shounen Ninja Sasuke,Shounen Ninja Sasuke,primary_ascii,少年忍者サスケ,NTSC-J,ja,cartridge,SFC | Shounen Ninja Sasuke | NTSC-J | ja | cartridge,14b818b1a9101699
35437,Nintendo Super Famicom,SFC,F-Zero,F-Zero,primary_ascii,エフゼロ,NTSC-J,ja,cartridge,SFC | F-Zero | NTSC-J | ja | cartridge,32fb2c76ef67d4a1
35438,Nintendo Super Famicom,SFC,Olivia's Mystery,Olivia's Mystery,primary_ascii,オリビアのミステリー,NTSC-J,ja,cartridge,SFC | Olivia's Mystery | NTSC-J | ja | cartridge,20fb1da9b5b1477b
35439,Nintendo Super Famicom,SFC,Captain Tsubasa III Koutei no Chousen,Captain Tsubasa III Koutei no Chousen,primary_ascii,キャプテン翼III -皇帝の挑戦-,NTSC-J,ja,cartridge,SFC | Captain Tsubasa III Koutei no Chousen | NTSC-J | ja | cartridge,41bfe08ca1491f99
35440,Nintendo Super Famicom,SFC,Super Linearball,Super Linearball,primary_ascii,スーパーリニアボール|Space Football One on One,NTSC-J,ja,cartridge,SFC | Super Linearball | NTSC-J | ja | cartridge,1839b920c2cd2c50
35441,Nintendo Super Famicom,SFC,Otogirisou,Otogirisou,primary_ascii,弟切草,NTSC-J,ja,cartridge,SFC | Otogirisou | NTSC-J | ja | cartridge,05eb6bce35d3c25d
35442,Nintendo Super Famicom,SFC,Stargate,Stargate,primary_ascii,スターゲイト,NTSC-J,ja,cartridge,SFC | Stargate | NTSC-J | ja | cartridge,4bde83e0601d2a85
35443,Nintendo Super Famicom,SFC,Dark Law Meaning Of Death,Dark Law Meaning Of Death,primary_ascii,ダークロウ ミーニング・オブ・デス,NTSC-J,ja,cartridge,SFC | Dark Law Meaning Of Death | NTSC-J | ja | cartridge,4e73326520928527
35444,Nintendo Super Famicom,SFC,"Hanjuku Hero Hanjuku Eiyuu Aa, Sekai yo Hanjuku Nare...!!","Hanjuku Hero Hanjuku Eiyuu Aa, Sekai yo Hanjuku Nare...!!",primary_ascii,はんじゅくヒーロー 半熟英雄 ああ、世界よ半熟なれ…！！,NTSC-J,ja,cartridge,"SFC | Hanjuku Hero Hanjuku Eiyuu Aa, Sekai yo Hanjuku Nare...!! | NTSC-J | ja | cartridge",a96af8984b2426a0
35447,Nintendo Super Famicom,SFC,Super Mahjong,Super Mahjong,primary_ascii,Super 麻雀|スーパーま〜じゃん,NTSC-J,ja,cartridge,SFC | Super Mahjong | NTSC-J | ja | cartridge,fd767c8a8078554b
35449,Nintendo Super Famicom,SFC,Super Gachapon World SD Gundam X,Super Gachapon World SD Gundam X,primary_ascii,スーパーガチャポンワールド SDガンダムX,NTSC-J,ja,cartridge,SFC | Super Gachapon World SD Gundam X | NTSC-J | ja | cartridge,803209f64c36285f
35450,Nintendo Super Famicom,SFC,Royal Conquest,Royal Conquest,primary_ascii,ロイヤルコンクエスト|King Arthur's World,NTSC-J,ja,cartridge,SFC | Royal Conquest | NTSC-J | ja | cartridge,0cc95fffe8f9cba0
35451,Nintendo Super Famicom,SFC,Pilotwings,Pilotwings,primary_ascii,パイロットウイングス,NTSC-J,ja,cartridge,SFC | Pilotwings | NTSC-J | ja | cartridge,bb0e75b97b3ca23c
35452,Nintendo Super Famicom,SFC,Outer World,Outer World,primary_ascii,アウター・ワールド|Another World|Out of This World,NTSC-J,ja,cartridge,SFC | Outer World | NTSC-J | ja | cartridge,18f8138730633502
35453,Nintendo Super Famicom,SFC,Honke Sankyo Fever Jikki Simulation 2,Honke Sankyo Fever Jikki Simulation 2,primary_ascii,本家Sankyo Fever 2 実機シミュレーション,NTSC-J,ja,cartridge,SFC | Honke Sankyo Fever Jikki Simulation 2 | NTSC-J | ja | cartridge,ac0f1758ec61b004
35456,Nintendo Super Famicom,SFC,Gambler Jiko Chuushinha 2 Dorapon Quest,Gambler Jiko Chuushinha 2 Dorapon Quest,primary_ascii,ぎゅわんぶらあ自己中心派2 ドラポンクエスト,NTSC-J,ja,cartridge,SFC | Gambler Jiko Chuushinha 2 Dorapon Quest | NTSC-J | ja | cartridge,3178e33a0f4e421f
35458,Nintendo Super Famicom,SFC,Sonic Wings,Sonic Wings,primary_ascii,ソニックウイングス,NTSC-J,ja,cartridge,SFC | Sonic Wings | NTSC-J | ja | cartridge,77078caa8103a0ac
35462,Nintendo Super Famicom,SFC,Gouketsuji Ichizoku,Gouketsuji Ichizoku,primary_ascii,豪血寺一族|Power Instinct,NTSC-J,ja,cartridge,SFC | Gouketsuji Ichizoku | NTSC-J | ja | cartridge,6c01e9b674083605
35463,Nintendo Super Famicom,SFC,Rushing Beat Shura,Rushing Beat Shura,primary_ascii,ラッシング・ビート 修羅|The Peace Keepers,NTSC-J,ja,cartridge,SFC | Rushing Beat Shura | NTSC-J | ja | cartridge,131bad950627bc39
35465,Nintendo Super Famicom,SFC,Super Earth Defense Force,Super Earth Defense Force,primary_ascii,SUPER E.D.F.,NTSC-J,ja,cartridge,SFC | Super Earth Defense Force | NTSC-J | ja | cartridge,9b2b875cdcbbd913
35467,Nintendo Super Famicom,SFC,Kirby no Kirakira Kids,Kirby no Kirakira Kids,primary_ascii,カービィのきらきらきっず,NTSC-J,ja,cartridge,SFC | Kirby no Kirakira Kids | NTSC-J | ja | cartridge,a06169dc09d26381
35469,Nintendo Super Famicom,SFC,Koushien 2,Koushien 2,primary_ascii,甲子園2,NTSC-J,ja,cartridge,SFC | Koushien 2 | NTSC-J | ja | cartridge,d24060a6c5220ad1
35470,Nintendo Super Famicom,SFC,Chibi Maruko-chan Harikiri 365 Nichi no Maki,Chibi Maruko-chan Harikiri 365 Nichi no Maki,primary_ascii,ちびまる子ちゃん「はりきり365日」の巻,NTSC-J,ja,cartridge,SFC | Chibi Maruko-chan Harikiri 365 Nichi no Maki | NTSC-J | ja | cartridge,ba649ac89a5ef92e
35471,Nintendo Super Famicom,SFC,Acrobat Mission,Acrobat Mission,primary_ascii,アクロバットミッション,NTSC-J,ja,cartridge,SFC | Acrobat Mission | NTSC-J | ja | cartridge,8ece13e9fdc24fb3
35473,Nintendo Super Famicom,SFC,Final Fight Tough,Final Fight Tough,primary_ascii,ファイナルファイト タフ|Final Fight 3,NTSC-J,ja,cartridge,SFC | Final Fight Tough | NTSC-J | ja | cartridge,ec00a43a0c648639
35477,Nintendo Super Famicom,SFC,Undercover Cops,Undercover Cops,primary_ascii,ファイナルファイト タフ,NTSC-J,ja,cartridge,SFC | Undercover Cops | NTSC-J | ja | cartridge,c03b23247f9a5283
35478,Nintendo Super Famicom,SFC,Bishoujo Senshi Sailor Moon,Bishoujo Senshi Sailor Moon,primary_ascii,美少女戦士セーラームーン|Sailor Moon,NTSC-J,ja,cartridge,SFC | Bishoujo Senshi Sailor Moon | NTSC-J | ja | cartridge,24d7f7eae84f4055
35479,Nintendo Super Famicom,SFC,Kenyuu Densetsu Yaiba,Kenyuu Densetsu Yaiba,primary_ascii,ヤイバ 剣勇伝説 Yaiba,NTSC-J,ja,cartridge,SFC | Kenyuu Densetsu Yaiba | NTSC-J | ja | cartridge,6d6c4244cdc0b422
35480,Nintendo Super Famicom,SFC,Pop'n TwinBee,Pop'n TwinBee,primary_ascii,ポップン ツインビー,NTSC-J,ja,cartridge,SFC | Pop'n TwinBee | NTSC-J | ja | cartridge,9f03a26267791d72
35482,Nintendo Super Famicom,SFC,Battletoads In Battlemaniacs,Battletoads In Battlemaniacs,primary_ascii,バトルトード イン バトルマニアック,NTSC-J,ja,cartridge,SFC | Battletoads In Battlemaniacs | NTSC-J | ja | cartridge,22f5fee0ada6ff26
35483,Nintendo Super Famicom,SFC,Honoo no Doukyuuji Dodge Danpei,Honoo no Doukyuuji Dodge Danpei,primary_ascii,炎の闘球児 ドッジ弾平,NTSC-J,ja,cartridge,SFC | Honoo no Doukyuuji Dodge Danpei | NTSC-J | ja | cartridge,1ade3bc2c47a0d56
35485,Nintendo Super Famicom,SFC,Hokuto no Ken 5 Tenma Ryuuseiden Ai Zetsu Shou,Hokuto no Ken 5 Tenma Ryuuseiden Ai Zetsu Shou,primary_ascii,北斗の拳5 天魔流星伝 哀・絶章|Fist Of The North Star 5,NTSC-J,ja,cartridge,SFC | Hokuto no Ken 5 Tenma Ryuuseiden Ai Zetsu Shou | NTSC-J | ja | cartridge,20f35f2cd15c9669
35486,Nintendo Super Famicom,SFC,Super Shanghai Dragon's Eye,Super Shanghai Dragon's Eye,primary_ascii,スーパー上海ドラゴンズアイ,NTSC-J,ja,cartridge,SFC | Super Shanghai Dragon's Eye | NTSC-J | ja | cartridge,a7c7a52c4e046e2a
35488,Nintendo Super Famicom,SFC,Spindizzy Worlds,Spindizzy Worlds,primary_ascii,スピンディジーワールド,NTSC-J,ja,cartridge,SFC | Spindizzy Worlds | NTSC-J | ja | cartridge,13a48bfce4658c72
35489,Nintendo Super Famicom,SFC,Naruhodo! The World,Naruhodo! The World,primary_ascii,なるほど！ザ・ワールド,NTSC-J,ja,cartridge,SFC | Naruhodo! The World | NTSC-J | ja | cartridge,7b4e4844c26608f6
35490,Nintendo Super Famicom,SFC,WWF Super WrestleMania,WWF Super WrestleMania,primary_ascii,WWFスーパーレッスルマニア,NTSC-J,ja,cartridge,SFC | WWF Super WrestleMania | NTSC-J | ja | cartridge,bd6f11dc448bbf04
35491,Nintendo Super Famicom,SFC,Battle Grand Prix,Battle Grand Prix,primary_ascii,バトルグランプリ,NTSC-J,ja,cartridge,SFC | Battle Grand Prix | NTSC-J | ja | cartridge,d43b67cb1ebc3ca4
35492,Nintendo Super Famicom,SFC,Song Master,Song Master,primary_ascii,ソングマスター,NTSC-J,ja,cartridge,SFC | Song Master | NTSC-J | ja | cartridge,cff6d6a49c485266
35495,Nintendo Super Famicom,SFC,Rokudenashi Blues Taiketsu! Tokyo Shitennou,Rokudenashi Blues Taiketsu! Tokyo Shitennou,primary_ascii,ろくでなし ブルース 対決！東京四天王,NTSC-J,ja,cartridge,SFC | Rokudenashi Blues Taiketsu! Tokyo Shitennou | NTSC-J | ja | cartridge,457c5bf265d0d77e
35496,Nintendo Super Famicom,SFC,Street Fighter Zero 2,Street Fighter Zero 2,primary_ascii,ストリートファイターZero 2|Street Fighter Alpha 2,NTSC-J,ja,cartridge,SFC | Street Fighter Zero 2 | NTSC-J | ja | cartridge,8db64ffff5c92f7b
35497,Nintendo Super Famicom,SFC,The Blues Brothers,The Blues Brothers,primary_ascii,ブルースブラザーズ,NTSC-J,ja,cartridge,SFC | The Blues Brothers | NTSC-J | ja | cartridge,7e73c20a5254244d
35499,Nintendo Super Famicom,SFC,Sword Maniac,Sword Maniac,primary_ascii,ソード・マニアック|X-Kaliber 2097,NTSC-J,ja,cartridge,SFC | Sword Maniac | NTSC-J | ja | cartridge,b942f76ef4dbf592
35500,Nintendo Super Famicom,SFC,Shougi Sanmai,Shougi Sanmai,primary_ascii,将棋三昧,NTSC-J,ja,cartridge,SFC | Shougi Sanmai | NTSC-J | ja | cartridge,9412f9eacb08685e
35501,Nintendo Super Famicom,SFC,Bio Metal,Bio Metal,primary_ascii,バイオメタル|Biometal,NTSC-J,ja,cartridge,SFC | Bio Metal | NTSC-J | ja | cartridge,8ebf1834b7d8bf81
35502,Nintendo Super Famicom,SFC,Gegege no Kitarou Fukkatsu! Tenma Daiou,Gegege no Kitarou Fukkatsu! Tenma Daiou,primary_ascii,ゲゲゲの鬼太郎 復活！天魔大王,NTSC-J,ja,cartridge,SFC | Gegege no Kitarou Fukkatsu! Tenma Daiou | NTSC-J | ja | cartridge,4e999f99dd8fbe21
35503,Nintendo Super Famicom,SFC,Wild Guns,Wild Guns,primary_ascii,ワイルドガンズ,NTSC-J,ja,cartridge,SFC | Wild Guns | NTSC-J | ja | cartridge,da314ee5a037c85b
35504,Nintendo Super Famicom,SFC,Magical Pop'n,Magical Pop'n,primary_ascii,マジカルポップン,NTSC-J,ja,cartridge,SFC | Magical Pop'n | NTSC-J | ja | cartridge,15e5b16c8eb61510
35505,Nintendo Super Famicom,SFC,Mighty Morphin Power Rangers,Mighty Morphin Power Rangers,primary_ascii,マイティーモーフィン パワーレンジャー,NTSC-J,ja,cartridge,SFC | Mighty Morphin Power Rangers | NTSC-J | ja | cartridge,095ce8968c6a7746
35506,Nintendo Super Famicom,SFC,Rockman X,Rockman X,primary_ascii,ロックマンエックス|Mega Man X,NTSC-J,ja,cartridge,SFC | Rockman X | NTSC-J | ja | cartridge,bcc876dd68ba5243
35507,Nintendo Super Famicom,SFC,Darius Twin,Darius Twin,primary_ascii,ダライアスツイン,NTSC-J,ja,cartridge,SFC | Darius Twin | NTSC-J | ja | cartridge,42c2d30b7836f7d9
35508,Nintendo Super Famicom,SFC,Kidou Soukou Dion,Kidou Soukou Dion,primary_ascii,機動装甲ダイオン|Imperium,NTSC-J,ja,cartridge,SFC | Kidou Soukou Dion | NTSC-J | ja | cartridge,660d19bd15a99859
35509,Nintendo Super Famicom,SFC,Rockman X2,Rockman X2,primary_ascii,ロックマンエックス2|Mega Man X2,NTSC-J,ja,cartridge,SFC | Rockman X2 | NTSC-J | ja | cartridge,5f1e26d18d6f31c1
35510,Nintendo Super Famicom,SFC,The Amazing Spider-Man Lethal Foes,The Amazing Spider-Man Lethal Foes,primary_ascii,スパイダーマン リーサルフォーズ,NTSC-J,ja,cartridge,SFC | The Amazing Spider-Man Lethal Foes | NTSC-J | ja | cartridge,329c39c8c7c0db86
35513,Nintendo Super Famicom,SFC,Super Back To The Future 2,Super Back To The Future 2,primary_ascii,スーパー・バック・トゥ・ザ・フューチャーII,NTSC-J,ja,cartridge,SFC | Super Back To The Future 2 | NTSC-J | ja | cartridge,6867a431460f7c46
35514,Nintendo Super Famicom,SFC,Batman Forever,Batman Forever,primary_ascii,バットマン フォーエヴァー,NTSC-J,ja,cartridge,SFC | Batman Forever | NTSC-J | ja | cartridge,1a86d4155493410e
35515,Nintendo Super Famicom,SFC,Circuit USA,Circuit USA,primary_ascii,サーキットUSA|Kyle Petty's No Fear Racing,NTSC-J,ja,cartridge,SFC | Circuit USA | NTSC-J | ja | cartridge,1c79a109b75d2a4a
35516,Nintendo Super Famicom,SFC,46 Okunen Monogatari Harukanaru Eden he,46 Okunen Monogatari Harukanaru Eden he,primary_ascii,46億年物語 -はるかなるエデンへ-|E.V.O. Search for Eden,NTSC-J,ja,cartridge,SFC | 46 Okunen Monogatari Harukanaru Eden he | NTSC-J | ja | cartridge,f2c10fccf8cf6f00
35517,Nintendo Super Famicom,SFC,Jikkyou World Soccer 2 Fighting Eleven,Jikkyou World Soccer 2 Fighting Eleven,primary_ascii,実況ワールドサッカー2 ファイティング イレブン|International Superstar Soccer Deluxe,NTSC-J,ja,cartridge,SFC | Jikkyou World Soccer 2 Fighting Eleven | NTSC-J | ja | cartridge,fe0db9e83edc8b32
35519,Nintendo Super Famicom,SFC,Gourmet Sentai Bara Yarou,Gourmet Sentai Bara Yarou,primary_ascii,美食戦隊 薔薇野郎|ぐるめせんたい ばらやろう|Gourmet Warriors,NTSC-J,ja,cartridge,SFC | Gourmet Sentai Bara Yarou | NTSC-J | ja | cartridge,23dbfc28cbad8d1d
35522,Nintendo Super Famicom,SFC,Teenage Mutant Ninja Turtles Mutant Warriors,Teenage Mutant Ninja Turtles Mutant Warriors,primary_ascii,T.M.N.T. ミュータントウォーリアーズ|ティーンエージ ミュータント ニンジャ タートルズ トーナメント ファイターズ|Teenage Mutant Ninja Turtles Tournament Fighters|Teenage Mutant Hero Turtles Tournament Fighters,NTSC-J,ja,cartridge,SFC | Teenage Mutant Ninja Turtles Mutant Warriors | NTSC-J | ja | cartridge,9c0cea6077feb2b0
35523,Nintendo Super Famicom,SFC,Otoboke Ninja Colosseum,Otoboke Ninja Colosseum,primary_ascii,おとぼけ忍者コロシアム,NTSC-J,ja,cartridge,SFC | Otoboke Ninja Colosseum | NTSC-J | ja | cartridge,b83aff3cfb9d1eb3
35524,Nintendo Super Famicom,SFC,Ardy Lightfoot,Ardy Lightfoot,primary_ascii,アルディライトフット,NTSC-J,ja,cartridge,SFC | Ardy Lightfoot | NTSC-J | ja | cartridge,d36c5f4767cd03c8
35525,Nintendo Super Famicom,SFC,Demon's Blazon Makaimura Monshou Hen,Demon's Blazon Makaimura Monshou Hen,primary_ascii,デモンズ・ブレイゾン 魔界村 紋章編|Demon's Crest,NTSC-J,ja,cartridge,SFC | Demon's Blazon Makaimura Monshou Hen | NTSC-J | ja | cartridge,ea26979ee656ea36
35526,Nintendo Super Famicom,SFC,Deae Tonosama Appare Ichiban,Deae Tonosama Appare Ichiban,primary_ascii,であえ殿さま あっぱれ一番,NTSC-J,ja,cartridge,SFC | Deae Tonosama Appare Ichiban | NTSC-J | ja | cartridge,6271eb60bbf5a373
35527,Nintendo Super Famicom,SFC,Yoshi no Road Hunting,Yoshi no Road Hunting,primary_ascii,ヨッシーのロードハンティング|Yoshi's Safari,NTSC-J,ja,cartridge,SFC | Yoshi no Road Hunting | NTSC-J | ja | cartridge,d15f14695b332516
35528,Nintendo Super Famicom,SFC,G.O.D Mezameyo to Yobu Koe ga Kikoe,G.O.D Mezameyo to Yobu Koe ga Kikoe,primary_ascii,G・O・D 目覚めよと呼ぶ声が聴こえ|ジー・オー・ディー,NTSC-J,ja,cartridge,SFC | G.O.D Mezameyo to Yobu Koe ga Kikoe | NTSC-J | ja | cartridge,84765aeabc1dec9c
35529,Nintendo Super Famicom,SFC,Prince of Persia,Prince of Persia,primary_ascii,プリンス オブ ペルシャ,NTSC-J,ja,cartridge,SFC | Prince of Persia | NTSC-J | ja | cartridge,9c557be5d28c7acd
35530,Nintendo Super Famicom,SFC,The Simpsons Bart no Fushigi na Yume no Daibouken,The Simpsons Bart no Fushigi na Yume no Daibouken,primary_ascii,ザ・シンプソンズ バートの不思議な夢の大冒険|The Simpsons Bart's Nightmare,NTSC-J,ja,cartridge,SFC | The Simpsons Bart no Fushigi na Yume no Daibouken | NTSC-J | ja | cartridge,f535f8730374129e
35531,Nintendo Super Famicom,SFC,Knights of the Round,Knights of the Round,primary_ascii,ナイツ オブ ザ ラウンド,NTSC-J,ja,cartridge,SFC | Knights of the Round | NTSC-J | ja | cartridge,a68a4344e86c8485
35532,Nintendo Super Famicom,SFC,Ginga Sengoku Gunyuuden Rai,Ginga Sengoku Gunyuuden Rai,primary_ascii,銀河戦国群雄伝ライ,NTSC-J,ja,cartridge,SFC | Ginga Sengoku Gunyuuden Rai | NTSC-J | ja | cartridge,5b3001cc9bab1bcb
35533,Nintendo Super Famicom,SFC,Home Alone,Home Alone,primary_ascii,ホーム・アローン,NTSC-J,ja,cartridge,SFC | Home Alone | NTSC-J | ja | cartridge,fb29a90289e4de0a
35542,Nintendo Super Famicom,SFC,Rockman & Forte,Rockman & Forte,primary_ascii,ロックマン＆フォルテ,NTSC-J,ja,cartridge,SFC | Rockman & Forte | NTSC-J | ja | cartridge,8f4944ed2ab1041a
35543,Nintendo Super Famicom,SFC,Contra Spirits,Contra Spirits,primary_ascii,魂斗羅スピリッツ|コントラスピリッツ|Contra III The Alien Wars|Contra 3|Super Probotector Alien Rebels,NTSC-J,ja,cartridge,SFC | Contra Spirits | NTSC-J | ja | cartridge,d76dc38c9daeba3c
35544,Nintendo Super Famicom,SFC,Chouaniki Bakuretsu Rantou Hen,Chouaniki Bakuretsu Rantou Hen,primary_ascii,超兄貴 ~爆烈乱闘篇~,NTSC-J,ja,cartridge,SFC | Chouaniki Bakuretsu Rantou Hen | NTSC-J | ja | cartridge,926cba4a253132f3
35546,Nintendo Super Famicom,SFC,Sonic Blast Man II,Sonic Blast Man II,primary_ascii,ソニックブラストマンII|Sonic Blast Man 2,NTSC-J,ja,cartridge,SFC | Sonic Blast Man II | NTSC-J | ja | cartridge,3c137feebc368b0b
