object_number,title,title.type,object_name,object_name.type,object_category,broadcast_standard,title.language,place_of_publication
37028,Final Fight Guy;ファイナルファイト ガイ,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
37030,Dragon's Magic;ドラゴンズ マジック;Dragon's Lair,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
37058,Akumajou Dracula XX;ダブルエックス 悪魔城ドラキュラXX;Castlevania Dracula X,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
37060,Super Genjin;スーパー超原人;Super Bonk;Super B.C. Kid,Game Title;Game Title Alternative;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;;,Japan
37062,Final Fight 2;ファイナルファイト2,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
37063,Krusty's World;クリスティーワールド;Krusty's Super Fun House,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
37067,Märchen Adventure Cotton 100%;Märchen Adventure コットン100%,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
37069,Rendering Ranger R2;リスティーワールド,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
37163,Funaki Masakatsu no Hybrid Wrestler Tougi Densho;船木誠勝 ハイブリッド・レスラー 闘技伝承,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
37166,Tales of Phantasia;リスティーワールド,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
37171,David Crane's Amazing Tennis;David Crane's アメージングテニス,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
37183,Card Master Rimusaria no Fuuin;カードマスター リムサリアの封印;Arcana,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
37188,Garou Densetsu 2 Commander;餓狼伝説2コマンダー,Peripheral Description;Peripheral Description,Nintendo Super Famicom,"",Peripheral,"",Japanese;,Japan
37189,Heian Fuuunden;平安風雲伝,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
37190,Super Naxat Open Golf de Shoubu da! Dorabocchan;スーパーナグザットオープン ゴルフで勝負だ！どらぼっちゃん,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
37191,Tsuyoshi Shikkarai Shinasai Taisen Puzzle Dama;ツヨシしっかりしなさい 対戦ぱずるだま,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
37192,Gekitotsu Dangan Jidousya Kessen Battle Mobile;激突弾丸自動車決戦バトルモービル,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
37194,Human Grand Prix;ヒューマングランプリ; F1 Pole Position,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
37196,Super F1 Circus Limited;スーパーエフワンサーカスリミテッド,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
37202,Kagakusha Harley no Haran Banjou;化学者ハリーの波乱万丈;Harley's Humongous Adventure,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
37208,Jissen! Pachi-Slot Hisshouhou! 2;実戦！パチスロ必勝法！2,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
37216,Shin Megami Tensei 2;真・女神転生II,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
37219,Super Robot Taisen EX;スーパーロボット大戦EX,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
37220,Fighter's History;ファイターズヒストリー,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
37224,Super 3D Baseball;スーパーロボット大戦EX;Super Bases Loaded 2,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
37227,Seijuu Maden Beasts & Blades;ファイターズヒストリー,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
37236,Human Grand Prix III F1 Triple Battle;ヒューマングランプリIII F1トリプルバトル;Human Grand Prix 3 F1 Triple Battle,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
37238,Go Go Ackman 2;ゴーゴー アックマン2,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
37244,Kidou Keisatsu Patlabor;機動警察パトレイバー,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
37249,Captain Tsubasa IV Pro no Rival-tachi;キャプテン翼IV —プロのライバルたち—,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
37251,Doraemon 2 Nobita no Toys Land Daibouken;ドラえもん2 のび太のトイズランド大冒険,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
37253,Super 4WD The Baja;スーパ4WDーザ・バハ;Super Off Road The Baja,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
37258,Lemmings 2 The Tribes;レミングス2 The Tribes,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
37269,From TV Animation Slam Dunk Yonkyou Gekitotsu!!;テレビアニメ・スラムダンク 四強激突！！;From TV Animation Slam Dunk Shikyou Gekitotsu!!,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
37273,The Game of Life Super Jinsei Game;The Game of Life Super 人生ゲーム,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
37277,Tsuri Tarou;つり太郎,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
37282,J. League Excite Stage '95;Jリーグエキサイトステージ'95,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
37292,Kousoku Shikou Shougiou;高速思考 将棋皇,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
37294,Heisei Shin Onigashima Zenpen;平成新 鬼ヶ島前編,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
37297,Super Bomberman Panic Bomber World;スーパーボンバーマン ぱにっくボンバーワールド,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
37298,Super Star Wars;スーパー・スター・ウォーズ,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
37299,J League Soccer Prime Goal 2;Jリーグサッカー プライムゴール2,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
37301,Super!! Pachinko;スーパー！！ パチンコ,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
37302,Disney's Aladdin;Disney's アラジン,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
37303,Koushien 3;甲子園3,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
37304,Umi no Nushi Tsuri;海のぬし釣り,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
37307,Street Fighter II Turbo Hyper Fighting;ストリートファイターII ターボ Hyper Fighting,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
37308,Super Gomoku Narabe Renju;スーパー五目ならべ 連珠,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
37312,Mickey no Magical Adventure;ミッキーのマジカルアドベンチャー;The Magical Quest Starring Mickey Mouse,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
37316,Super Power League 4;スーパーパワーリーグ4,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
37324,Sankyo Fever! Fever! Pachinko Jikki Simulation Game;Sankyo Fever! フィーバー！ パチンコ実機シミュレーションゲーム,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
37327,Super Chinese World 2 Uchuu Ichibuto Daikai;スーパーチャイニーズワールド2 宇宙一武闘大会,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
37331,MVP Baseball;MVPベースボール;Roger Clemens' MVP Baseball,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
37333,Virtual Wars;バーチャルウォーズ;The Lawnmower Man,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
37335,Super Formation Soccer 94 World Cup Edition;スーパーフォーメーションサッカー94 ワールドカップ・エディション,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
37354,Jungle Strike The Sequel to Desert Strike;ジャングルストライク 受け継がれた狂気,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
37358,Pachiokun Special 3;パチ夫くん スペシャル3,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
37369,Shin Ikkaku Senkin;真 一攫千金,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
37375,Pachi-Slot Monogatari PAL Kougyou Special;パチスロ物語 パル工業スペシャル,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
37381,Hoshi no Kirby Super Deluxe;星のカービィ スーパーデラックス;Kirby Super Star;Kirby's Fun Pak,Game Title;Game Title Alternative;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;;,Japan
37387,Hashire Hebereke;はしれへべれけ,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
37390,T2 The Arcade Game;T2 ザ・アーケードゲーム,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
37395,Super Royal Blood;スーパーロイヤルブラッド;Gemfire,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
37397,Mickey Mania The Timeless Adventures of Mickey Mouse;ミッキーマニア The Timeless Adventures of Mickey Mouse,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
37398,Dynamaite The Las Vegas;ダイナマイト・ザ・ラスベガス,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
37400,Super Shougi 2;スーパー将棋2;スーパーしょうぎ2,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
37401,Choplifter III Rescue Survive; チョップリフターIII Rescue Survive;Choplifter 3 Rescue Survive,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
37403,Panic in Nakayoshi World;パニック イン なかよしワールド,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
37404,Super Power League 2;スーパーパワーリーグ2,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
37406,Parlor! Mini 5 Pachinko Jikki Simulation Game;パーラー！ミニ5 パチンコ実機シミュレーションゲーム,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
37415,Civilization Sekai Shichi Daibunmei;シヴィライゼーション 世界七大文明;Sid Meier's Civilization,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
37418,Super Air Diver;スーパーエアダイバー;Lock On,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
37422,Nice de Shot World Course Selections;ナイスDEショット,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
37965,Lufia & the Fortress of Doom,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,NTSC-U,"",USA
37988,Lufia II Rise of the Sinistrals;Lufia 2 Rise of the Sinistrals,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game,NTSC-U,;,USA
38250,Super Family Circuit;スーパーファミリーサーキット,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
38251,Champions World Class Soccer;チャンピオンズ ワールドクラスサッカー,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
38267,Gambler Jiko Chuushinha 2 Dorapon Quest;ぎゅわんぶらあ自己中心派2 ドラポンクエスト,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
38268,Super Sangokushi;スーパー三国志,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
38269,Street Fighter II The World Warrior;ストリートファイターII The World Warrior;Street Fighter 2 The World Warrior,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
38270,The Mahjong Touhaiden;The 麻雀 闘牌伝,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
38271,Space Ace;スペースエース,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
38273,Shin Nekketsu Kouha Kunio Tachi no Banka;新・熱血硬派 くにおたちの挽歌,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
